name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Romantic Refuge,Zuid,Entire home/apt,3.0,1.0,5,5,120.0,0,17,91.0,52.35289,4.852130000000001,0
Our Cozy Third floor Home,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,4,120.0,193,40,97.0,52.36692,4.85332,0
Beautiful apartment near Vondelpark,Zuid,Entire home/apt,4.0,2.0,4,2,330.0,0,11,100.0,52.347879999999996,4.8506,0
CASA LOVE @ De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,80.0,101,145,91.0,52.3545,4.90523,0
Cozy room in Amsterdam's Center,Centrum-Oost,Private room,1.0,1.5,2,3,45.0,358,341,98.0,52.36994,4.91482,1
OvernightWorkingPlaceConnectPeopleDeHallenA'Dam,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,4,2,430.0,365,210,89.0,52.36616,4.86647,0
Lovely apartment on TOP location,Zuid,Entire home/apt,1.0,1.0,2,2,200.0,0,32,97.0,52.35389,4.88206,0
Beautiful Family appartement,Centrum-West,Entire home/apt,2.0,1.0,2,4,150.0,0,20,98.0,52.3748,4.87739,0
Modern Houseboat | Canal Views! | JORDAAN AREA,Westerpark,Private room,1.0,1.0,2,2,42.0,326,284,95.0,52.37572,4.8701300000000005,0
Huge luxurious (2bedr.) apt in vibrant 'oud west'!,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,232.0,0,34,98.0,52.36298,4.86721,0
Your own cottage in the countryside,Noord-Oost,Private room,1.0,1.0,2,1,87.0,358,371,97.0,52.41016,4.96369,0
Artist's flat overlooking park,Westerpark,Private room,1.0,1.0,2,1,25.0,0,195,97.0,52.38347,4.86768,0
"Light, spacious apartment in trendy Westerpark",Westerpark,Entire home/apt,2.0,1.0,3,3,235.0,90,32,99.0,52.38892,4.869730000000001,0
Beautiful and spacious apartment with big rooftop,De Baarsjes - Oud-West,Entire home/apt,3.0,3.0,4,3,450.0,0,19,100.0,52.36068,4.86543,0
Specious family residence near the city centre.,Oud-Oost,Entire home/apt,3.0,2.0,5,4,275.0,0,28,97.0,52.352709999999995,4.9097800000000005,0
Big apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,4,140.0,0,18,93.0,52.36285,4.86544,0
Beautifull apartment at Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,2,70.0,0,71,93.0,52.38694,4.8788800000000005,0
House boat near museums in the Pijp,Zuid,Entire home/apt,4.0,2.5,5,6,150.0,0,14,100.0,52.35058,4.8863199999999996,0
"Cntr. Amsterdam - roof top, 1 bedrm",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,125.0,0,36,99.0,52.363409999999995,4.863580000000001,0
Casa Don Mateo,Centrum-West,Entire home/apt,1.0,1.0,2,5,125.0,0,21,93.0,52.37052,4.88999,0
"Beautiful, light apartment with huge garden!",Bos en Lommer,Entire home/apt,1.0,1.0,2,2,95.0,41,67,97.0,52.37986,4.84874,0
"Cozy, quiet home near Vondelpark",Zuid,Entire home/apt,1.0,1.0,2,4,79.0,0,15,94.0,52.3478,4.84572,0
Beautiful apartment in Amsterdam,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,101.0,0,22,100.0,52.360240000000005,4.85364,0
Apartment with garden + 2 bikes,Watergraafsmeer,Entire home/apt,1.0,1.0,2,3,120.0,90,41,94.0,52.349940000000004,4.92824,0
Adam Canal Center- /long stay ready.,Centrum-West,Entire home/apt,1.0,1.0,2,4,58.0,0,218,97.0,52.368829999999996,4.88531,1
Cute Condo in heart of Amsterdam,Centrum-West,Entire home/apt,1.0,1.0,2,2,139.0,0,107,91.0,52.366859999999996,4.88995,0
Sunny Apartm canal + roof terrace,Centrum-West,Entire home/apt,1.0,1.0,2,3,110.0,0,228,98.0,52.36955,4.88389,1
Cozy apartment centre first canal,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,150.0,89,38,96.0,52.35842,4.8899300000000006,0
Most popular neighbourhood of A'Dam,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,21,79.0,0,33,91.0,52.35613,4.89771,0
Lovely apartment in dynamic Pijp for rent!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,3,120.0,0,28,89.0,52.35711,4.895980000000001,0
My perfect spot next to the Jordaan,Westerpark,Entire home/apt,1.0,1.5,2,2,93.0,103,104,90.0,52.37835,4.87297,1
"VeryBig luxurious family house A""dam free parking",Buitenveldert - Zuidas,Entire home/apt,4.0,2.0,9,4,210.0,25,14,100.0,52.32246,4.86219,0
Characteristic canalhouse near Leidse square!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,140.0,0,29,93.0,52.3687,4.87209,0
"A-location, ensuite bathroom, centre - Milkmaid -",Centrum-West,Hotel room,1.0,1.0,2,1,74.0,316,682,97.0,52.37167,4.8948,1
A-location ensuite bathroom centre 'Pearl Earring',Centrum-West,Hotel room,1.0,1.0,2,1,74.0,322,578,97.0,52.370979999999996,4.894340000000001,1
Ground floor,De Baarsjes - Oud-West,Private room,1.0,1.0,4,2,160.0,365,99,86.0,52.36114,4.87608,0
Large 4 floor art-filled family-friendly townhouse,Watergraafsmeer,Entire home/apt,4.0,3.5,4,3,325.0,0,34,96.0,52.355259999999994,4.9345099999999995,0
120m2 luxurious house with a garden,Oud-Oost,Entire home/apt,2.0,1.0,4,4,163.0,0,12,98.0,52.356390000000005,4.93067,0
Boutique luxe apt. at PRINSENGRACHT,Centrum-Oost,Entire home/apt,2.0,2.5,4,7,350.0,363,22,96.0,52.36342,4.90183,0
Design Waterfront flat near station,Oud-Noord,Entire home/apt,1.0,1.5,2,30,87.0,365,64,85.0,52.38557,4.90137,0
"Lovely, Spacious appartment!",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,8,120.0,224,10,93.0,52.3634,4.85925,0
"Green, sportive experience in A'dam",Noord-West,Entire home/apt,1.0,1.5,2,5,146.0,365,15,100.0,52.42037,4.8947,0
Apartment in centre of Amsterdam,Centrum-West,Entire home/apt,1.0,1.0,2,3,147.0,0,29,94.0,52.36672,4.88272,0
"Cozy, unique apartment in Jordaan",Centrum-West,Entire home/apt,1.0,1.0,2,2,174.0,0,26,97.0,52.38093,4.8865300000000005,0
Spacious Apartment - Max 4 pers + FREE Fast WiFi,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,183.0,364,54,96.0,52.34765,4.91135,0
Beautiful & Artistic APT | CITY CENTRE!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,190.0,0,30,96.0,52.370940000000004,4.87477,0
Long term rent: Spacious 4 room apartment,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.5,3,21,150.0,0,21,95.0,52.34094,4.90236,0
Central A'dam 4p 2bedr,Westerpark,Entire home/apt,2.0,1.0,4,2,100.0,0,16,92.0,52.38328,4.8714900000000005,0
"Central, cosy, beautiful apartment",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,111.0,29,52,90.0,52.3708,4.85889,0
Peaceful and Central at home,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,150.0,0,30,92.0,52.37133,4.92935,0
Penthouse with terrace in centrum,Centrum-Oost,Entire home/apt,1.0,1.5,2,3,295.0,0,47,99.0,52.36711,4.90448,0
Nice Room near to RAI and downtown,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,1,95.0,180,433,93.0,52.34557,4.8962,0
Room privacy near centre Amsterdam,Geuzenveld - Slotermeer,Private room,1.0,1.5,2,3,65.0,286,299,96.0,52.383140000000004,4.8375900000000005,0
"Cosy, quiet apartment near Vondelpark",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,4,108.0,0,17,92.0,52.3636,4.85752,0
City beach apartment,Centrum-Oost,Entire home/apt,1.0,1.5,2,28,120.0,264,82,94.0,52.37321,4.92402,0
SPACIOUS LOFT in 17C CANAL MANSION,Centrum-West,Private room,1.0,1.5,3,2,185.0,357,421,90.0,52.373999999999995,4.89902,0
Luxury canal-apartment Amsterdam,Centrum-West,Entire home/apt,2.0,1.0,4,7,250.0,3,120,97.0,52.37446,4.88875,1
2 rooms in beautiful appartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,1,95.0,3,11,95.0,52.360859999999995,4.8534,0
Quiet room in Amsterdam Center,Centrum-West,Private room,1.0,1.5,2,1,70.0,98,702,96.0,52.37305,4.89741,1
Green oasis only 15 min from Station.,IJburg - Zeeburgereiland,Entire home/apt,2.0,1.0,4,7,120.0,173,21,95.0,52.36213,4.97431,0
Cosy and stylish flat in Oud-West for cat lovers,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,98.0,0,53,96.0,52.36772,4.86503,0
Friendly ap. near centre Amsterdam,Westerpark,Entire home/apt,2.0,1.5,3,2,95.0,363,60,93.0,52.39009,4.8830599999999995,0
"Museum Suite, near Leidse Square",De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,7,175.0,0,170,98.0,52.36207,4.87483,1
Lovely apartment South A'dam (RAI),De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,90.0,0,24,92.0,52.34124,4.895230000000001,0
Comfortable apartment near city centre,Westerpark,Entire home/apt,1.0,1.0,2,2,136.0,41,25,96.0,52.38541,4.87178,0
"Cozy and light in Bos en Lommer, 96 m²",Bos en Lommer,Entire home/apt,2.0,1.5,4,5,240.0,0,85,97.0,52.37435,4.84636,1
luxe apartment in amsterdam city,Centrum-Oost,Entire home/apt,1.0,1.0,2,1,219.0,41,120,93.0,52.36631,4.88786,0
Amsterdam Sweet Unit Museumplein,Zuid,Entire home/apt,1.0,1.5,2,3,110.0,89,258,91.0,52.35295,4.8739,0
Unique spacious family home in the Jordaan,Centrum-West,Entire home/apt,5.0,2.0,4,4,275.0,40,27,96.0,52.37917,4.88459,0
Independent Studio in 'De Pijp',De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,3,90.0,0,186,97.0,52.35537,4.894769999999999,1
Cozy Spacious Clean Stylish Quiet in Lively Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,2,5,311.0,362,48,97.0,52.35588,4.90153,0
Cozy houseboat near Vondelpark!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,99.0,0,59,98.0,52.3638,4.86246,0
"Sunny, Elegant, Spacious apartment in the Centre",Centrum-Oost,Entire home/apt,1.0,1.5,2,3,130.0,0,24,98.0,52.362190000000005,4.90972,0
Cozy app. @ Vondelpark (Oud-Zuid),Zuid,Entire home/apt,1.0,1.0,2,6,110.0,0,11,96.0,52.350159999999995,4.849469999999999,0
Canal house right in the Jordaan (center),Centrum-West,Entire home/apt,1.0,1.0,4,4,156.0,0,85,92.0,52.38451,4.8909400000000005,0
Sunny apt great location free bikes,Westerpark,Private room,1.0,1.0,3,2,72.0,364,184,95.0,52.37745,4.87289,1
Luxury design appt - Centre De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,108.0,8,29,93.0,52.35264,4.89699,0
Beautiful loft in center Amsterdam,Centrum-Oost,Entire home/apt,2.0,1.0,4,3,175.0,111,115,98.0,52.360929999999996,4.89802,1
Superb loft apartment in de Pijp!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,1,250.0,364,53,100.0,52.35158,4.895490000000001,1
Great location modern apartment,Centrum-West,Entire home/apt,1.0,1.0,2,6,145.0,1,106,93.0,52.38114,4.8854,1
Suite 2 Stay - studio Beautiful Barok - canal area,Centrum-Oost,Private room,1.0,1.0,2,3,75.0,0,84,94.0,52.36074,4.894369999999999,0
Bed & Breakfast in Oud West Area,Westerpark,Private room,1.0,1.0,2,3,75.0,364,354,94.0,52.3731,4.86859,1
Cosy apartment in upcoming Oost!,Oud-Oost,Entire home/apt,1.0,1.0,2,2,99.0,0,28,92.0,52.36522,4.93107,0
Bright Design Apt | Artful Stay,De Baarsjes - Oud-West,Entire home/apt,2.0,2.0,4,7,280.0,83,185,97.0,52.364340000000006,4.87861,0
FAMILY HOME WITH SUNNY PRIVATE GARDEN IN CENTER,Centrum-Oost,Entire home/apt,2.0,1.5,4,5,150.0,0,10,100.0,52.37297,4.922,0
Private Room at our LoveNest in Amsterdam,Centrum-Oost,Private room,1.0,1.0,1,3,99.0,40,77,96.0,52.36213,4.91045,1
Love Nest for rent in the center!!!,Centrum-Oost,Entire home/apt,2.0,1.0,3,6,111.0,0,149,92.0,52.36123,4.9088199999999995,1
Modern  stylish villa: My Amsterdam Houseboat,Westerpark,Entire home/apt,3.0,2.0,4,2,399.0,328,39,97.0,52.37818,4.86982,0
Cosy/Creative/Canal Apt for 2/3 p,Centrum-West,Entire home/apt,1.0,1.0,3,3,175.0,87,49,97.0,52.37037,4.88669,0
Sailing ship Amsterdam center,Centrum-Oost,Entire home/apt,10.0,2.5,10,2,206.0,348,113,96.0,52.36887,4.91844,0
"Best Deal, City Center!!",Centrum-Oost,Entire home/apt,1.0,1.0,2,30,150.0,365,39,98.0,52.36335,4.8977900000000005,0
Kiki's Loft Apartment,Centrum-Oost,Entire home/apt,2.0,1.5,4,7,165.0,55,16,95.0,52.36063,4.90146,0
Kiki's Garden View Apartment 01,Centrum-Oost,Entire home/apt,2.0,1.5,4,7,302.0,32,22,96.0,52.36063,4.90146,0
Kiki's Garden View Apartment 02,Centrum-Oost,Entire home/apt,2.0,1.5,4,7,307.0,6,20,90.0,52.36063,4.90146,0
Kiki's Penthouse Apartment,Centrum-Oost,Entire home/apt,2.0,1.5,4,7,307.0,55,21,96.0,52.37211,4.903519999999999,0
Private luxury B&B near Amstel,Oud-Oost,Private room,1.0,1.0,2,2,116.0,365,131,99.0,52.35618,4.90845,1
beautiful apartment in canal house,Centrum-West,Entire home/apt,1.0,1.5,2,2,136.0,40,80,94.0,52.38471,4.88943,0
Spacious apt in great neighbourhood,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,4,130.0,0,22,94.0,52.3524,4.9056,0
nice cozy room near Vondelpark,De Baarsjes - Oud-West,Private room,1.0,1.0,1,2,60.0,365,40,94.0,52.36094,4.85266,0
Spacious Sunny Apartment - 4p,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,3,219.0,251,69,97.0,52.34819,4.91069,1
Beautiful apartment with big garden,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,4,149.0,1,26,88.0,52.35928,4.849069999999999,0
Canal house - Heart of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,4,4,199.0,0,260,99.0,52.372659999999996,4.90456,1
A special spot near the Jordaan ideal for two,De Baarsjes - Oud-West,Private room,1.0,1.5,2,2,110.0,237,162,98.0,52.37025,4.87482,1
Bright & Cosy Canal View Apartment,Centrum-West,Entire home/apt,1.0,1.0,2,3,89.0,0,18,88.0,52.37658,4.88624,0
"Central apartment 50m2, Old West Jordaan.",De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,4,4,100.0,0,39,95.0,52.3668,4.8712599999999995,0
"Luxurious, Spacious and light 130m2",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,235.0,0,99,94.0,52.37396,4.8624,0
Spacious delightful Canalhouse,Centrum-West,Entire home/apt,1.0,1.0,4,3,346.0,178,104,99.0,52.3695,4.88817,1
Spacious design apt. | Centre A'dam,De Baarsjes - Oud-West,Entire home/apt,2.0,2.5,2,6,180.0,285,42,98.0,52.36495,4.8789,0
Private guest apartment on a shared boat,Centrum-Oost,Shared room,1.0,1.0,4,4,228.0,0,63,92.0,52.367740000000005,4.9008400000000005,0
40% discount A'dam Apartment - Clean Quiet Safe,Noord-Oost,Private room,2.0,1.0,1,3,42.0,354,251,95.0,52.39942,4.95311,1
LOFT at Canal : special fall-break & ADE price!,Centrum-West,Entire home/apt,1.0,3.0,2,3,221.0,273,61,96.0,52.38688,4.88489,0
"Room, brandnew luxurious houseboat",Westerpark,Private room,1.0,1.5,2,2,109.0,0,262,96.0,52.37955,4.86848,0
Fantastic 100m2 apartment. Top loca,Zuid,Entire home/apt,1.0,1.0,4,2,135.0,0,23,91.0,52.35635,4.88589,0
Lovely Amsterdam Houseboat,Zuid,Entire home/apt,4.0,2.0,6,3,250.0,0,10,100.0,52.34075,4.85024,0
City Centre Room with En-Suite Shower and Terrace,Centrum-West,Private room,1.0,1.0,2,1,59.0,149,447,98.0,52.37512,4.88282,1
Nice and Cozy Room Offered in Amsterdam,Slotervaart,Private room,1.0,1.0,2,2,45.0,365,188,91.0,52.34833,4.83453,1
Charming monument in the Jordaan,Centrum-West,Entire home/apt,1.0,1.0,2,2,130.0,0,20,99.0,52.37697,4.88353,0
"Jordaan, the Heart of Amsterdam",Centrum-West,Private room,1.0,1.0,2,2,66.0,132,12,85.0,52.37764,4.88206,0
the Boathouse bed&bike A'dam centre,Centrum-Oost,Private room,1.0,1.0,2,3,80.0,365,409,92.0,52.37112,4.8994599999999995,0
Amsterdam Studio Garden Museumplein,Zuid,Entire home/apt,1.0,1.5,2,3,120.0,89,240,90.0,52.35544,4.8743,0
Sleep on board of our ship in North Amsterdam,Westerpark,Private room,12.0,4.0,16,3,83.0,177,73,91.0,52.39389,4.87898,0
Lovely apartment near city centre,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,3,3,176.0,0,12,87.0,52.35484,4.90534,0
Beautiful apartment in city centre,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,159.0,3,28,98.0,52.36912,4.907,0
Design apartment nearby the Amstel,Watergraafsmeer,Entire home/apt,2.0,1.5,4,2,165.0,0,27,99.0,52.34929,4.915,0
9-STREETS apartment in A'dam Wolvenstraat,Centrum-West,Entire home/apt,1.0,1.0,3,3,118.0,0,47,87.0,52.37082,4.88509,0
Apartment for FAMILIES in city center | 4P,Centrum-West,Entire home/apt,2.0,1.0,4,1,399.0,0,48,93.0,52.36988,4.8886199999999995,0
Your perfect getaway in Amsterdam,Gaasperdam - Driemond,Entire home/apt,1.0,1.0,2,21,90.0,90,34,99.0,52.3077,4.97896,1
Great apartment Oud West close to foodhallen***,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,118.0,0,68,96.0,52.36993,4.8689,0
Amsterdam Houseboat 'Centre',Centrum-Oost,Entire home/apt,2.0,1.0,4,2,200.0,301,783,95.0,52.36842,4.89901,1
apartment near center Amsterdam,Bos en Lommer,Entire home/apt,1.0,1.0,4,3,125.0,225,67,93.0,52.37887,4.84544,0
Groundfloor Lofty Apt | Artful Stay,De Baarsjes - Oud-West,Entire home/apt,2.0,2.5,5,90,282.0,84,175,97.0,52.36414,4.87674,0
Spacious apartment in trendy Baarsjes (2 - 4 pers),De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,3,125.0,320,30,97.0,52.3663,4.85464,0
Romantic Houseboat in the center,Centrum-Oost,Private room,1.0,1.0,2,2,160.0,89,312,95.0,52.37193,4.90377,1
NEW! cozy and private Amsterdam studio for two,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,4,75.0,364,317,94.0,52.36385,4.93366,0
PERFECT LOCATION FOR TNW,Westerpark,Entire home/apt,2.0,1.5,4,3,175.0,0,22,95.0,52.386990000000004,4.87991,0
mediterranean ambiance appartment,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,4,150.0,365,18,97.0,52.36769,4.8626,0
Charlie + Coco's Apartment,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,3,2,150.0,89,84,91.0,52.35293,4.90289,0
Sleeping in a unique ship in the center of A'dam!,Centrum-Oost,Private room,1.0,1.0,2,1,45.0,327,772,98.0,52.36495,4.90984,1
Stylish Loft with a Balcony - Couples retreat,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,144.0,222,39,98.0,52.36322,4.8617099999999995,0
Boss,Centrum-West,Private room,2.0,1.5,4,30,119.0,0,37,96.0,52.37075,4.89686,1
"Spacious, modern loft in historic city centre",Centrum-Oost,Entire home/apt,1.0,1.0,3,2,349.0,345,42,100.0,52.37277,4.90391,0
The Best 2-Floor CANAL Apartment!,De Baarsjes - Oud-West,Entire home/apt,3.0,2.5,4,2,200.0,0,39,95.0,52.36497,4.85991,0
Modern apt with canal and park view,Westerpark,Entire home/apt,1.0,1.0,2,3,132.0,0,39,99.0,52.37335,4.87207,0
Authentic houseboat with privacy and comfort,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,2,126.0,90,465,97.0,52.37186,4.94549,1
La Vie En Rose B&B Amsterdam Center large Suite 2,Centrum-West,Private room,1.0,1.0,2,1,65.0,358,247,96.0,52.37481,4.89294,0
CANAL  APTM. WITH GARDEN IN CENTRE,Centrum-Oost,Entire home/apt,1.0,1.5,2,7,122.0,237,12,93.0,52.36203,4.8960099999999995,0
Cosy apartment next to Dam Square,Centrum-West,Entire home/apt,1.0,1.0,2,2,85.0,0,30,94.0,52.37585,4.89346,0
Very charming home and lush garden!,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,4,193.0,0,24,100.0,52.36894,4.86379,0
Apt & Garden in the Pijp near RAI,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,60.0,41,38,96.0,52.34834,4.90419,0
180m2 Loft in former Monastry with garden @Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,200.0,0,37,93.0,52.347970000000004,4.8932400000000005,0
"B&B Mondriaan, bright and modern studio",Centrum-Oost,Private room,1.0,1.5,2,2,125.0,259,300,98.0,52.37151,4.90476,0
Spacious Apt in the Rivierenbuurt,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,115.0,0,46,83.0,52.34551,4.89236,0
Occasional availability Centre Apt,Centrum-Oost,Entire home/apt,3.0,2.0,4,4,180.0,48,14,100.0,52.36676,4.91504,0
Very cosy apt at top location,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,13,85.0,0,21,98.0,52.35403,4.88743,0
Large charming house A'dam centre,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,300.0,0,25,96.0,52.36614,4.87413,0
Lovely apartment @Vondelpark for families,De Baarsjes - Oud-West,Entire home/apt,4.0,1.0,4,4,150.0,70,45,94.0,52.360079999999996,4.8597,0
"Bright "" feel good"" apartment",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,165.0,0,29,99.0,52.37219,4.85112,0
Central design apt in pretty street,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,190.0,0,17,94.0,52.36469,4.8772199999999994,0
HOUSEBOAT NOVA 80m2 + FREE BIKES,Zuid,Entire home/apt,2.0,1.5,4,1,102.0,224,691,95.0,52.33968,4.84618,0
Perfect location bright cosy appt!,Zuid,Entire home/apt,3.0,1.0,4,30,800.0,0,70,96.0,52.35393,4.8865099999999995,0
Lovely top 2 floors. Canal view. 3 bedr. 2 bathr.,Westerpark,Entire home/apt,3.0,2.5,4,7,187.0,180,328,96.0,52.37395,4.87193,1
Apartment in city centre (Jordaan),Centrum-West,Entire home/apt,1.0,1.0,2,3,109.0,0,34,97.0,52.3799,4.88225,0
Sunny apartment Amsterdam Zuid behind Museumsquare,Zuid,Private room,1.0,1.0,4,2,120.0,336,105,98.0,52.35553,4.87277,1
Spacious apartment in 'Pijp' area,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,1,180.0,40,92,95.0,52.3526,4.90083,0
Bright apt in center with canal view and king bed!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,139.0,19,36,93.0,52.37207,4.8665199999999995,0
The Weavery Boutique Bed&Breakfast2,Centrum-Oost,Private room,1.0,1.0,2,2,135.0,352,51,100.0,52.36037,4.88997,1
"Private, quiet room in old center",Centrum-Oost,Private room,1.0,1.0,2,3,117.0,180,458,95.0,52.36121,4.89155,0
The Room Upstairs - Free parking,Noord-West,Private room,1.0,1.5,3,1,77.0,341,329,91.0,52.42365,4.88702,1
5 BR apartment / Quiet / Garden,Oud-Oost,Entire home/apt,5.0,2.0,6,4,359.0,365,28,96.0,52.35935,4.9130400000000005,0
Spacious room with private bathroom,De Pijp - Rivierenbuurt,Private room,1.0,1.5,3,2,89.0,343,512,94.0,52.34073,4.91033,1
Big room (& big bathroom) in canalhouse,Centrum-Oost,Private room,1.0,1.0,2,4,120.0,364,47,97.0,52.362840000000006,4.88756,0
ArtPark B&B,Bos en Lommer,Entire home/apt,1.0,1.5,2,2,130.0,364,22,90.0,52.37754,4.8516900000000005,0
Luxurious and spacious mobile home,Noord-Oost,Entire home/apt,2.0,1.0,4,2,90.0,177,40,93.0,52.38475,5.01356,0
Art apartment Amsterdam,Bos en Lommer,Entire home/apt,1.0,1.5,2,2,120.0,365,30,96.0,52.377559999999995,4.85222,0
Lux 2-bed aprt + 2 bath + 2 terrace,De Baarsjes - Oud-West,Entire home/apt,2.0,2.0,4,2,185.0,40,30,96.0,52.35668,4.854509999999999,0
Apartment near city centre + canals,Westerpark,Entire home/apt,1.0,1.0,3,2,188.0,0,33,94.0,52.387859999999996,4.87978,0
Bright & spacious apt central A'dam,Centrum-Oost,Entire home/apt,1.0,1.5,4,4,239.0,40,47,94.0,52.37068,4.8987,0
Room in modern apartment with rooftop terrace,De Baarsjes - Oud-West,Private room,1.0,1.5,1,2,68.0,0,49,97.0,52.36703,4.86265,0
Spacious 2Bed apt in REDLIGHT district,Centrum-West,Entire home/apt,2.0,1.0,4,2,250.0,0,59,96.0,52.37405,4.89945,0
Comfortabel 2p. appt. in de Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,150.0,0,12,97.0,52.35301,4.896,0
Trendy apartment in Oud-West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,3,120.0,0,80,98.0,52.36975,4.85535,1
A cosy Bed and Breakfast in A'dam.,Buitenveldert - Zuidas,Private room,1.0,1.0,2,2,59.0,356,323,88.0,52.33072,4.873469999999999,0
Private getaway Citycentre Adam,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,85.0,80,56,96.0,52.36407,4.86343,1
Big central Jordaan apt + rooftop!,Centrum-West,Entire home/apt,2.0,1.0,4,3,210.0,247,58,92.0,52.378840000000004,4.879169999999999,0
"Urban Villa, bright and spacious!",Noord-West,Entire home/apt,4.0,1.0,4,2,245.0,365,55,98.0,52.40509,4.903169999999999,0
Luxury apartment near RAI (in Pijp),De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,105.0,0,20,98.0,52.34885,4.89899,0
Spacious family house in city centre,Zuid,Entire home/apt,4.0,2.5,4,4,399.0,0,56,99.0,52.35889,4.87615,0
The Guestroom in Amsterdam,Watergraafsmeer,Private room,1.0,1.0,4,2,150.0,356,108,98.0,52.35448,4.93366,1
2 KM from Anne Frank house /Jordaan / Canals,Bos en Lommer,Private room,1.0,1.5,3,3,125.0,0,34,94.0,52.381440000000005,4.85671,1
